AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	SUPERFAMILY	SSF48264	Cytochrome P450	41	482	3.41E-93	T	12-08-2024	IPR036396	Cytochrome P450 superfamily
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PANTHER	PTHR24286	CYTOCHROME P450 26	40	474	1.4E-124	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	31	487	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	3	25	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	30	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Pfam	PF00067	Cytochrome P450	44	459	6.8E-59	T	12-08-2024	IPR001128	Cytochrome P450
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	427	436	-	T	12-08-2024	IPR017972	Cytochrome P450, conserved site
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	FunFam	G3DSA:1.10.630.10:FF:000022	Taxadiene 5-alpha hydroxylase	34	485	1.6E-204	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	424	434	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	434	457	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	392	416	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	286	303	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	353	364	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	425	434	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	434	445	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	297	314	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	CDD	cd11043	CYP90-like	75	483	0.0	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	23	30	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	22	-	T	12-08-2024	-	-
AHF22088.1~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Gene3D	G3DSA:1.10.630.10	Cytochrome P450	32	485	1.7E-114	T	12-08-2024	IPR036396	Cytochrome P450 superfamily
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	SUPERFAMILY	SSF48264	Cytochrome P450	41	482	3.41E-93	T	12-08-2024	IPR036396	Cytochrome P450 superfamily
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PANTHER	PTHR24286	CYTOCHROME P450 26	40	474	1.4E-124	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	31	487	-	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	3	25	-	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	30	-	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	Pfam	PF00067	Cytochrome P450	44	459	6.8E-59	T	12-08-2024	IPR001128	Cytochrome P450
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	427	436	-	T	12-08-2024	IPR017972	Cytochrome P450, conserved site
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	FunFam	G3DSA:1.10.630.10:FF:000022	Taxadiene 5-alpha hydroxylase	34	485	1.6E-204	T	12-08-2024	-	-
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	424	434	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	434	457	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	392	416	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00463	E-class P450 group I signature	286	303	1.2E-13	T	12-08-2024	IPR002401	Cytochrome P450, E-class, group I
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	353	364	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	425	434	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	434	445	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	PRINTS	PR00385	P450 superfamily signature	297	314	8.7E-8	T	12-08-2024	IPR001128	Cytochrome P450
KF318733~NA-C_28	b87d26decd7a8918aa7e6de9cdf4b862	487	CDD	cd11043	CYP90-like	75	483	0.0	T	12-08-2024	-	-
